,date,DEVICE,OS,IS_LOGGEDIN,videos_regardes_sup90,videos_contenu_sup90,total_videos_vues,total_vues_loguees
475,2024-06-21,smart-tv,skyworthdigital,0,1,1,3,0
476,2024-06-21,smart-tv,skyworthdigital,1,2,2,7,7
477,2024-06-21,smart-tv,smartphone,0,0,0,1,0
478,2024-06-21,smart-tv,sony,0,3,5,18,0
479,2024-06-21,smart-tv,sony,1,4,8,27,27
480,2024-06-21,smart-tv,tcl,0,7,25,65,0
481,2024-06-21,smart-tv,tcl,1,10,28,89,89
482,2024-06-21,smart-tv,technicolor,0,0,0,1,0
483,2024-06-21,smart-tv,technicolor,1,0,1,1,1
484,2024-06-21,smart-tv,tpv,0,1,4,10,0
485,2024-06-21,smart-tv,tpv,1,3,3,17,17
486,2024-06-21,smart-tv,vestel,0,0,1,1,0
487,2024-06-21,smart-tv,vestel,1,2,0,5,5
488,2024-06-21,smart-tv,xgimi,0,0,0,2,0
489,2024-06-21,smart-tv,xgimi,1,0,0,1,1
490,2024-06-21,smart-tv,xiaomi,0,3,10,33,0
491,2024-06-21,smart-tv,xiaomi,1,7,13,54,54
492,2024-06-21,smart-tv,zte,0,0,1,1,0
493,2024-06-21,smart-tv,zvt,0,0,0,1,0
494,2024-06-22,DESKTOP,Android,1,1,1,1,1
495,2024-06-22,Desktop,Android,1,0,0,1,1
496,2024-06-22,Desktop,Chrome OS,0,0,0,1,0
497,2024-06-22,Desktop,Chrome OS,1,2,3,3,3
498,2024-06-22,Desktop,Linux,0,3,5,7,0
499,2024-06-22,Desktop,Linux,1,2,2,3,3
500,2024-06-22,Desktop,Windows,0,69,96,102,0
501,2024-06-22,Desktop,Windows,1,46,77,91,91
502,2024-06-22,Desktop,macOS,0,15,22,25,0
503,2024-06-22,Desktop,macOS,1,18,20,22,22
504,2024-06-22,Mobile Phone,Android,0,188,378,451,0
505,2024-06-22,Mobile Phone,Android,1,247,364,426,426
506,2024-06-22,Mobile Phone,iOS,0,81,200,220,0
507,2024-06-22,Mobile Phone,iOS,1,64,117,130,130
508,2024-06-22,Single-board Computer,Android,1,0,1,1,1
509,2024-06-22,TABLETTE,Android,1,2,3,3,3
510,2024-06-22,Tablet,Android,0,27,47,50,0
511,2024-06-22,Tablet,Android,1,64,96,114,114
512,2024-06-22,Tablet,iOS,0,13,13,16,0
513,2024-06-22,Tablet,iOS,1,28,52,65,65
514,2024-06-22,Tablet,iPadOS,0,4,10,13,0
515,2024-06-22,Tablet,iPadOS,1,0,1,1,1
516,2024-06-22,smart-tv,,0,1,2,2,0
517,2024-06-22,smart-tv,allwinner,1,0,1,1,1
518,2024-06-22,smart-tv,amazon,0,0,36,91,0
519,2024-06-22,smart-tv,amazon,1,3,55,121,121
520,2024-06-22,smart-tv,apple,0,18,60,117,0
521,2024-06-22,smart-tv,apple,1,8,25,44,44
522,2024-06-22,smart-tv,arris,0,0,1,1,0
523,2024-06-22,smart-tv,arris,1,0,0,1,1
524,2024-06-22,smart-tv,askey,1,0,2,2,2
525,2024-06-22,smart-tv,changhong,0,0,3,4,0
526,2024-06-22,smart-tv,chengdu,1,0,0,1,1
527,2024-06-22,smart-tv,expressluck,0,1,4,15,0
528,2024-06-22,smart-tv,expressluck,1,2,7,15,15
529,2024-06-22,smart-tv,fengmi,0,0,0,1,0
530,2024-06-22,smart-tv,fengmi,1,0,1,1,1
531,2024-06-22,smart-tv,formuler,0,0,1,1,0
532,2024-06-22,smart-tv,formuler,1,0,1,1,1
533,2024-06-22,smart-tv,google,0,8,30,79,0
534,2024-06-22,smart-tv,google,1,17,46,107,107
535,2024-06-22,smart-tv,hisense,0,0,23,39,0
536,2024-06-22,smart-tv,hisense,1,1,18,49,49
537,2024-06-22,smart-tv,hisilicon,1,0,1,1,1
538,2024-06-22,smart-tv,hkc,0,0,0,1,0
539,2024-06-22,smart-tv,konka,0,0,3,4,0
540,2024-06-22,smart-tv,konka,1,1,0,2,2
541,2024-06-22,smart-tv,lg,0,2,23,55,0
542,2024-06-22,smart-tv,lg,1,4,34,72,72
543,2024-06-22,smart-tv,mediatek,0,0,0,1,0
544,2024-06-22,smart-tv,mediatek,1,0,0,2,2
545,2024-06-22,smart-tv,mtc,0,0,3,8,0
546,2024-06-22,smart-tv,mtc,1,1,3,5,5
547,2024-06-22,smart-tv,my,0,0,5,9,0
548,2024-06-22,smart-tv,my,1,2,8,16,16
549,2024-06-22,smart-tv,nvidia,0,0,1,3,0
550,2024-06-22,smart-tv,nvidia,1,2,3,4,4
551,2024-06-22,smart-tv,onn,0,0,1,1,0
552,2024-06-22,smart-tv,other,0,0,1,2,0
553,2024-06-22,smart-tv,other,1,0,1,2,2
554,2024-06-22,smart-tv,panasonic,0,0,0,1,0
555,2024-06-22,smart-tv,philips,0,0,1,10,0
556,2024-06-22,smart-tv,philips,1,3,4,9,9
557,2024-06-22,smart-tv,samsung,0,24,113,209,0
558,2024-06-22,smart-tv,samsung,1,33,72,183,183
559,2024-06-22,smart-tv,scbc,1,1,1,1,1
560,2024-06-22,smart-tv,sdmc,0,0,1,1,0
561,2024-06-22,smart-tv,sdmc,1,0,0,2,2
562,2024-06-22,smart-tv,sei,0,0,0,1,0
563,2024-06-22,smart-tv,sei,1,0,0,2,2
564,2024-06-22,smart-tv,sharp,0,0,1,3,0
565,2024-06-22,smart-tv,sharp,1,0,3,6,6
566,2024-06-22,smart-tv,skyworthdigital,0,0,2,3,0
567,2024-06-22,smart-tv,skyworthdigital,1,0,3,7,7
568,2024-06-22,smart-tv,smartphone,1,0,0,1,1
569,2024-06-22,smart-tv,sony,0,0,4,17,0
570,2024-06-22,smart-tv,sony,1,4,6,26,26
571,2024-06-22,smart-tv,tcl,0,2,37,81,0
572,2024-06-22,smart-tv,tcl,1,10,36,80,80
573,2024-06-22,smart-tv,technicolor,0,0,0,1,0
574,2024-06-22,smart-tv,technicolor,1,0,1,2,2
575,2024-06-22,smart-tv,tpv,0,4,7,20,0
576,2024-06-22,smart-tv,tpv,1,1,7,17,17
577,2024-06-22,smart-tv,vestel,0,0,0,2,0
578,2024-06-22,smart-tv,vestel,1,0,3,9,9
579,2024-06-22,smart-tv,vs,1,1,1,2,2
580,2024-06-22,smart-tv,xgimi,0,0,1,2,0
581,2024-06-22,smart-tv,xgimi,1,0,0,4,4
582,2024-06-22,smart-tv,xiaomi,0,6,16,45,0
583,2024-06-22,smart-tv,xiaomi,1,7,26,61,61
584,2024-06-22,smart-tv,zte,0,0,0,1,0
585,2024-06-22,smart-tv,zvt,0,0,0,4,0
586,2024-06-23,Desktop,Chrome OS,0,2,4,4,0
587,2024-06-23,Desktop,Linux,0,2,4,4,0
588,2024-06-23,Desktop,Linux,1,0,1,1,1
589,2024-06-23,Desktop,Windows,0,99,136,142,0
590,2024-06-23,Desktop,Windows,1,18,24,24,24
591,2024-06-23,Desktop,macOS,0,30,43,45,0
592,2024-06-23,Desktop,macOS,1,1,5,5,5
593,2024-06-23,Mobile Phone,Android,0,367,577,615,0
594,2024-06-23,Mobile Phone,Android,1,79,123,135,135
595,2024-06-23,Mobile Phone,iOS,0,190,285,292,0
596,2024-06-23,Mobile Phone,iOS,1,22,35,39,39
597,2024-06-23,TABLET,Android,0,1,2,2,0
598,2024-06-23,Tablet,Android,0,28,47,51,0
599,2024-06-23,Tablet,Android,1,10,19,21,21
600,2024-06-23,Tablet,iOS,0,9,14,15,0
601,2024-06-23,Tablet,iOS,1,12,14,19,19
602,2024-06-23,Tablet,iPadOS,0,11,19,20,0
603,2024-06-23,smart-tv,amazon,0,1,24,76,0
604,2024-06-23,smart-tv,amazon,1,1,77,191,191
605,2024-06-23,smart-tv,apple,0,13,51,102,0
606,2024-06-23,smart-tv,apple,1,8,32,90,90
607,2024-06-23,smart-tv,arris,1,0,0,1,1
608,2024-06-23,smart-tv,askey,1,0,0,2,2
609,2024-06-23,smart-tv,changhong,0,1,2,7,0
610,2024-06-23,smart-tv,changhong,1,2,6,16,16
611,2024-06-23,smart-tv,chengdu,0,0,0,1,0
612,2024-06-23,smart-tv,chengdu,1,0,0,3,3
613,2024-06-23,smart-tv,expressluck,0,0,6,13,0
614,2024-06-23,smart-tv,expressluck,1,1,11,24,24
615,2024-06-23,smart-tv,fengmi,1,0,0,1,1
616,2024-06-23,smart-tv,formuler,1,0,1,1,1
617,2024-06-23,smart-tv,google,0,1,16,36,0
618,2024-06-23,smart-tv,google,1,33,79,219,219
619,2024-06-23,smart-tv,hisense,0,1,25,39,0
620,2024-06-23,smart-tv,hisense,1,3,42,90,90
621,2024-06-23,smart-tv,hisilicon,1,0,0,2,2
622,2024-06-23,smart-tv,hkc,1,0,0,1,1
623,2024-06-23,smart-tv,jiuzhou,1,0,2,2,2
624,2024-06-23,smart-tv,konka,0,0,1,2,0
625,2024-06-23,smart-tv,konka,1,0,3,7,7
626,2024-06-23,smart-tv,ktc,0,0,1,1,0
627,2024-06-23,smart-tv,ktc,1,0,0,1,1
628,2024-06-23,smart-tv,lg,0,3,15,36,0
629,2024-06-23,smart-tv,lg,1,12,50,113,113
630,2024-06-23,smart-tv,mediatek,1,0,1,1,1
631,2024-06-23,smart-tv,mtc,0,0,4,7,0
632,2024-06-23,smart-tv,mtc,1,1,3,9,9
633,2024-06-23,smart-tv,my,0,0,9,9,0
634,2024-06-23,smart-tv,my,1,0,13,27,27
635,2024-06-23,smart-tv,nvidia,0,1,2,5,0
636,2024-06-23,smart-tv,nvidia,1,0,3,8,8
637,2024-06-23,smart-tv,other,1,0,0,3,3
638,2024-06-23,smart-tv,panasonic,0,1,0,1,0
639,2024-06-23,smart-tv,philips,0,1,5,10,0
640,2024-06-23,smart-tv,philips,1,1,9,25,25
641,2024-06-23,smart-tv,samsung,0,16,73,139,0
642,2024-06-23,smart-tv,samsung,1,42,100,283,283
643,2024-06-23,smart-tv,scbc,0,0,0,1,0
644,2024-06-23,smart-tv,scbc,1,0,0,3,3
645,2024-06-23,smart-tv,sdmc,0,0,0,1,0
646,2024-06-23,smart-tv,sdmc,1,0,2,4,4
647,2024-06-23,smart-tv,sei,1,0,3,5,5
648,2024-06-23,smart-tv,sharp,1,0,3,7,7
649,2024-06-23,smart-tv,skyworth,1,1,0,5,5
650,2024-06-23,smart-tv,skyworthdigital,0,0,1,2,0
651,2024-06-23,smart-tv,skyworthdigital,1,3,1,8,8
652,2024-06-23,smart-tv,smartphone,1,0,0,1,1
653,2024-06-23,smart-tv,smarttv,1,0,1,1,1
654,2024-06-23,smart-tv,sony,0,1,5,16,0
655,2024-06-23,smart-tv,sony,1,3,13,37,37
656,2024-06-23,smart-tv,tcl,0,2,31,64,0
657,2024-06-23,smart-tv,tcl,1,24,62,151,151
658,2024-06-23,smart-tv,technicolor,1,0,4,7,7
659,2024-06-23,smart-tv,tpv,0,2,3,11,0
660,2024-06-23,smart-tv,tpv,1,4,7,31,31
661,2024-06-23,smart-tv,vestel,0,0,2,3,0
662,2024-06-23,smart-tv,vestel,1,0,5,10,10
663,2024-06-23,smart-tv,xgimi,0,0,1,1,0
664,2024-06-23,smart-tv,xgimi,1,0,1,2,2
665,2024-06-23,smart-tv,xiaomi,0,4,11,23,0
666,2024-06-23,smart-tv,xiaomi,1,8,35,87,87
667,2024-06-23,smart-tv,zte,0,0,0,1,0
668,2024-06-23,smart-tv,zte,1,0,1,1,1
669,2024-06-23,smart-tv,zvt,0,1,0,1,0
